title,price,published_date,year,link,vin
2010 Kia Forte SX,"ILS 53,305.47",Nov-9 13:02,2010,https://www.ebay.com/itm/165769626536?hash=item2698a3c3a8:g:9jEAAOSwGU9jbBKB&amdata=enc%3AAQAHAAAAoCJXlvE89hV2PP%2BEBqAg32VjjipTydkw2Xc2QA%2FReoUJdixsv3hmsCFO6hHlH8GvIvVlsIYzj5y3N6kVYqVSIQSjEfiq0MkU2MZ2Wu92xyD%2FoQAlA%2BQDMaB%2Bm%2Fj%2Bnz%2F90N811WTTn2e8eQGfgjsdU2cWNI7dEMPAJ2o2c7Pr7NKdK%2F0zvA3NNTmdN44YqB0gcNa4r6O%2FKm%2BLqpulBVw%2FmHo%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNAFW4A37A5076633
2015 Kia Forte EX Sedan 4D,"ILS 35,519.21",Nov-9 13:00,2015,https://www.ebay.com/itm/134321294035?hash=item1f462c4ad3:g:~EsAAOSwU~ljbBTG&amdata=enc%3AAQAHAAAAoGFnkfwo2zoQACzh15w7Mz4nv5YhiRrRTXxLAut%2BfsjwXezEyMxky%2BtXiL9meRHWYuihHTe4oDyyAjb4O9z7TdIg4TT56EVYYGQuI%2F5w8By0jQCHbePTKhUVopltFYB%2FRkZxGyasKh4sdggptPnkONUKIqo7UyluomQcbPx4uPTxVZE7DPBnmqrNHUWw0mztaOZYEdAw4xTdQchno%2Bqyd48%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNAFX4A83F5270284
2020 Kia Sorento LX Sport Utility 4D,"ILS 86,340.65",Nov-9 12:59,2020,https://www.ebay.com/itm/134321293701?hash=item1f462c4985:g:8MIAAOSwsvxjHOrj&amdata=enc%3AAQAHAAAAoNTC7AVeDsvgkItLhCjIM3IVyOLIiFIKtEJBceIGmxx6U2mPsWEHwWVtjTJqmgwYPyV5uGF%2BNJNbqMDSW%2B1PoDkY0bYNuDmQtfDZw7PKxP4m9aX%2Bp%2BCCJTbKT0AqDEvQ3lp3j8k8e0VJ9QyDQ21DJH0iUDjjOMrLaE9pCjOVkOCocKs9SETWJKpuCg1HXGzz8ShiU5NslfWHBCMztZisfzY%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XYPG4A38LG698155
2022 Kia K5 EX,"ILS 115,495.19",Nov-9 12:58,2022,https://www.ebay.com/itm/204147803637?hash=item2f882845f5:g:DmQAAOSwiitjZxOa&amdata=enc%3AAQAHAAAAkHqr1iJH5zasirjTfPjN4LUfhCnQuuSEsuTtmBNM%2FUfrolkMzh3Z7UfIJtlzIuEYOCRRmjXtgfjlO%2BUxTR14raHbSvvGDn6xt4DDih5DedbROSFsTF1JCdSutD2cWoPkvEIZ%2B0l84FvgNNKudMejnkkP6EHmuPUsDuzsHNvqFLqKW6WM7l0CkasK02nQsBmOeg%3D%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XXG34J2XNG112940
2011 Kia Sorento LX,"ILS 24,868.78",Nov-9 12:58,2011,https://www.ebay.com/itm/155248111419?hash=item2425822f3b:g:TKIAAOSwh6tjbBlZ&amdata=enc%3AAQAHAAAAoA%2FT2OPuiC8wmvxH5wHAnGvhiYs369sQk4SNH6gVdjX%2FbE176bTNh7ndzzOsdQN1F6rgIT07SiYwMZu1NUkHIc%2BFBaUNbtQyXWedRA7csVKnpDkc11pNx4PSsR8l25JxR%2FGVxP5MK6ekrCYYFY4Y0nfHPAQYSkqlrCStWtU3teHUInF1NhbEiklWF%2BRH3f95xSk%2BFYmQk7JbMC4wTxTCblg%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XYKT4A22BG123030
2013 Kia Optima LX,"ILS 49,709.13",Nov-9 11:55,2013,https://www.ebay.com/itm/334622515011?hash=item4de90e5f43:g:lBAAAOSwwfVin6c4&amdata=enc%3AAQAHAAAAoKjLxI5zlNg%2Fjhs8PE1innV%2Baiv8ujfP7BfMB25RwX0pe1ybFXIeewOJtKQNIMnATdW%2FViPqhS%2BH5hBf3snx9HvEfx9x26KXpBm9gX87dgw07XvWLuDTQxPtTklq6hYPBt1ySQtIgr6%2FBzKIS0p8MicdYyxn0%2FFHSfpuRKtWfV4kedm15%2B6SudZXtlfjndX75DFQFRekqx9HDEoBgbmluYs%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNAGM4A73D5439933
2021 Kia Sorento SX AWD,"ILS 156,316.52",Nov-9 11:02,2021,https://www.ebay.com/itm/354384379647?hash=item5282f47eff:g:Bq0AAOSwdI1i8U~W&amdata=enc%3AAQAHAAAAoKK9mrUN5qbWIeJR02MEZLMdAdldE%2BBgFiWErRawT%2FploygtowCGtnc8M1Z%2ByK1wFV%2BK4YVs2nT8O6%2FAseYgpSqSTlfd5r2A%2FWttQUXYlVZPRvo%2F2B%2BHPVslTAz6Gx7rUxlVbGNI9OXOJxJBEJlcIP2%2FQ%2BpL1nD8ZV%2BXRlb8NpZYJb381CPBRI3MXgPYxiePjnnxgivibtm1oSnzuKiciuw%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XYRKDLF8MG042103
2018 Kia Soul +,"ILS 71,038.43",Nov-9 11:02,2018,https://www.ebay.com/itm/265981513402?hash=item3dedbbceba:g:8vkAAOSwvIpjQw0D&amdata=enc%3AAQAHAAAAoBRBGkUgu36iT57818E1J42yFLkJwl42GhfhvKBZ5PXxGsJBeiuNCliuQzNJzCWc%2BRKksgI5iHnhc8oyhDGk%2B1UuuQM46OO8YX6k0uIYEvXarN8mhNpCdRVSe9VAHHmu2Wj725%2Bey%2F5l6wjmSqbHsDPYHN%2FAIATm7ayQAF6LKe8Zv7Ju2C2TgL3tTql1PYhIbmnd7ej%2FiE4mL6A1Fi6pNQs%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDJP3A50J7597915
2020 Kia Forte LXS,"ILS 69,847.94",Nov-9 08:29,2020,https://www.ebay.com/itm/385222172936?hash=item59b107e108:g:SAsAAOSwFpVja9VY&amdata=enc%3AAQAHAAAAoJg3J48XYhX5nJ8maUr0bzVNKcfzb1iHU19lPqLTxRJyvqh0jqB07EBGoQcFU4jJb2mzMcAVL1hjrxEJ2iTe9exdyZF7bM%2BScvg9hTl929elQrt6kVS6xAnvCRYERVm8S60YksMX7w9vDJfLi7Cm8oewXvfEm0YaAqoJwE%2B7Zw07M7gl3xDkUTDskz7QvYFr2Qb8QZNFY8DqMluisKsYJGY%3D%7Ctkp%3ABk9SR7jwltWMYQ,3KPF24AD6LE146900
2017 Kia Sportage LX,"ILS 62,662.36",Nov-9 08:28,2017,https://www.ebay.com/itm/385222169774?hash=item59b107d4ae:g:dhcAAOSwMOhjbBXN&amdata=enc%3AAQAHAAAAoFr8t0p1CDvRqoaPDS0acOFj4LN2XvtWUl9OSoZuXGOE%2FV%2F7tNZXMugHh0B6OD4HsbvAnsMk9CfVk%2BEtoDPuDswpM81WjSTP1u4Sn1X5eL8mHbEj6kt1MZ9isAJwl9cSo9B8aviEEVSvxNxiKwLYLddNeMPfbAQiuDHOjgVbBa36RxLKDq%2Be407RGZ3Ej%2B3ik%2B5R8uE5yn3kCYpRloSEko8%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDPM3AC0H7215880
2020 Kia Optima LX,"ILS 70,295.70",Nov-9 08:28,2020,https://www.ebay.com/itm/385222169678?hash=item59b107d44e:g:kY4AAOSwAENjbJyz&amdata=enc%3AAQAHAAAAoIa6pkiHVZ5bliEG%2FOs%2FZSWXL%2FOA07td4iDrZ0xLoWuMPryat4VNpxNlcPprJrvrnBdNFKfWlHlazxRPxeiI8g5YdfcGtCTtZyu7EhmXnhCIlq3hpmONFOpsBVsv4xQqsfWteACJLeiPhrcJ58Lc%2FO59sJoyF4fOpZz1bQ7G9IHaF6lLxicO2MJpUzE%2Fd59Y0d6WSftbgY%2B6km363P%2BapF4%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XXGT4L30LG401389
2020 Kia Sportage LX,"ILS 91,752.93",Nov-9 08:15,2020,https://www.ebay.com/itm/364043940308?hash=item54c2b5b1d4:g:Y3QAAOSwpstjasPt&amdata=enc%3AAQAHAAAAoNsENVPzMp5FvSl8p3LRJq6NM9Cp1Etr95SuX6wHhNmDcXagArtfvgGWsHfvpjJZD7bYv5QiR%2FATI4nbepJ1LpXho7l46noO7JrjvJIENUo4oOen2K2X5uc%2FLRkbR8dzhP1RsbPLcMf%2FU%2FLxEhPKRE%2B7h5GJQfSuX7AxD6qezdQDEcu257C%2FgUKlfRCL%2FibxViuClCfMyurXXWEi7DXkxsY%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDPMCAC9L7674432
2020 Kia Sportage EX,"ILS 94,173.00",Nov-9 08:15,2020,https://www.ebay.com/itm/364043940166?hash=item54c2b5b146:g:TEAAAOSwFpVjar71&amdata=enc%3AAQAHAAAAoGoTfMP58AqV3NgK6M%2BmRMiVUjim57wOoTUIVet5ue04V1CAG3H1LFFFhEipPzvMCAjULZTv%2B24Hq2NzfJlgc0fCEAjiRW%2FyyQEDrTrDcThFDE6iHz%2FaqePF4ZUFGfREY6AjqwJ%2BniFzJsU9QmfSnO3zNhMWX4hMzsa5tjS9HD%2BebTWUpjRNYtlWMQxQzVsZiP7PNcnoWlL9mGPJoYeofC4%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDPNCAC2L7742244
2021 Kia Soul EX FWD Hatchback Navigation Sunroof Backup Camera Cloth Seats,"ILS 77,950.37",Nov-9 08:14,2021,https://www.ebay.com/itm/314223699578?hash=item492931267a:g:r9gAAOSweMRjDfy1&amdata=enc%3AAQAHAAAAoDWvyfeio5ZnnpDjuY3raSWbD%2Blyjb6MGnqcu2gj4gNT0ijdA1Fl6az%2Boe2Zsf5DMJHjpf0H3Tg2PsreGqTMfwd7EJcP0oauMVAXwvvmmzRkjWXAHUSViWCd0lHOeFlx8tvGJaZrVnEZi1ukxs5FE1S7LSvfOLAPfToeEmzXlGpPWwP1xiJ%2Fb5nAucBYGKgFVssA8I1FeDhvDOwIMXcAa1k%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDJ33AU0M7126466
2018 Kia Forte LX,"ILS 53,252.17",Nov-9 06:47,2018,https://www.ebay.com/itm/385221970200?hash=item59b104c918:g:TDUAAOSwpKtjWeF3&amdata=enc%3AAQAHAAAAoN0Q6l%2Fd7xSOWzrkx3ensvKlKP6s0aP5JljXtXyM37grhokROTaj5a5IpQtEIZTChWQ1BPAYuMNcLi30pv2WSS2ieOP2inMPtsOeISIKJSVoosCODXofEryohN3q66tyDW32V9r3m8pWRRubC2zXqB%2Bkj6VvgqW%2BHzUjbfB6HG3Hdeq24nKh2bCs%2FIQ8W1AIvg7MAd5GMhsScGdk5j6v%2FcM%3D%7Ctkp%3ABk9SR7rwltWMYQ,3KPFL4A71JE203878
2012 Kia Sorento EX,"ILS 44,243.54",Nov-9 06:41,2012,https://www.ebay.com/itm/285032528842?hash=item425d433bca:g:mTQAAOSwoDRja8Kv&amdata=enc%3AAQAHAAAAoD9z0kRImhktehPnQqMyFOqEEU69HQLWEsPGXb0oViKJVFYHucJlNO3FEnAPqlq7WfkGB3r3pyCI3fZOzju8O2JLoHco8ymUKpWkWusc1gzvPzxb%2B1rdv7NI2OtMLD1flnWjJuRt5H8tVhxQGunM6Rna6J8GzLqgxi9W%2FGY7xo8e7IFlxBaqnwJilAbgfgTZMiWRQRi%2BWGBXttd1unb%2FPtU%3D%7Ctkp%3ABk9SR7rwltWMYQ,5XYKUDA25CG199288
2018 Kia Forte S,"ILS 58,458.33",Nov-9 06:10,2018,https://www.ebay.com/itm/285032495065?hash=item425d42b7d9:g:lsoAAOSwFPVjX-Pc&amdata=enc%3AAQAHAAAAoJpcYt%2F2jO7HRyshxhG1%2FjCAYalSv9CUE65g1N%2FK8Wa%2Fs6RCx%2BzJhsLfJ0KrR6J2wRQYWbLZi7MHW4NvWTFHEYpBI6ATweUW6ERivbavlbEjs%2B3h2Gc9bnycLArL%2FERXGwwhwKr6CaYTegm0%2BVtRxgwXHEzkohchGiBEpHxb4JPT0E0FcvbyuIzDeK81d7PSIClB7IeId66zTqH0XSHiVqM%3D%7Ctkp%3ABk9SR7rwltWMYQ,3KPFL4A71JE263577
2015 Kia Rio LX,"ILS 37,669.20",Nov-9 06:04,2015,https://www.ebay.com/itm/285032484756?hash=item425d428f94:g:KVMAAOSwBNJjX-Pb&amdata=enc%3AAQAHAAAAoGl3uRchB3YAc4i2LGVjb7Elv0J2Rd6TWcJ8MO%2B0IjgEg2ymL0fF49PggLKO1rR4Hbco9Xkj%2BDtS147%2BBiBCQqaR%2BphMi7H0seyz23OcNXQcaHFgtfsDXKZ%2Bhht5yrAGtgN1EN1uG%2BxUVLOog9rFf%2B14TrQlJ%2FvM%2FlQM%2BAqvkx%2BmUp3WYzkPxTe5l5uHPwdO8ZMWl4p9vrRovdZH10XuvOc%3D%7Ctkp%3ABk9SR7rwltWMYQ,KNADM4A32F6441475
2020 Kia Soul GT-Line Turbo,"ILS 88,664.77",Nov-9 05:50,2020,https://www.ebay.com/itm/285032467886?hash=item425d424dae:g:w-4AAOSwZLBjZSKB&amdata=enc%3AAQAHAAAAoIkweezpsBIwTCpCf6kQMhcnqCuc5EWnpJs6ChO%2FcaZb5xfS1kEc%2BbscliwILpS887JCOLmq2gz7jBrdPjvzms28p0EP%2FddJHUvtmZDxu8cLpbJmGNr7f2zcUnE%2Fb3rfxFQCQ%2Fvt%2BlbHWdhppcVLYm0V4jZUjQE3vTgKZGrmF55cT0ROQhq3ShjtLInnnVlPt1T0Fn0TKA4Vf3VF0Ln5wJ8%3D%7Ctkp%3ABk9SR7rwltWMYQ,KNDJ53AF6L7709411
2016 Kia Sorento LX,"ILS 50,995.57",Nov-9 05:50,2016,https://www.ebay.com/itm/285032467782?hash=item425d424d46:g:X9AAAOSwvKNjZSKF&amdata=enc%3AAQAHAAAAoFw6CKH7ByneJG6L37UEHc7ohwOAvwOulNWo4mBw1SYLFlGNferGSgtfKsX%2FAMlMmp%2BUUfswcdqCPK2Cc%2FJ%2FPTM8NWtGz31BW3dZAcIU59arAN9iIAp1%2B7KupKqO4mIGuv9FWwOtZhiSOD2WQhi3hKQCPFPXxa6CrjFyH0mFAGyRwb86z6oaU1kRfhiOuCyztUg3kK5YusImyvf%2FrFLz%2FJo%3D%7Ctkp%3ABk9SR7rwltWMYQ,5XYPG4A31GG033376
2015 Kia Optima LX,"ILS 53,298.36",Nov-9 03:50,2015,https://www.ebay.com/itm/255818825668?hash=item3b8ffd7fc4:g:GKcAAOSwP5Bi9NSl&amdata=enc%3AAQAHAAAAoNmjyr9qdaTv%2BJluYNtRPouab7c5jKxPmfx6PEi2E1sNSNWpm5dpIM5j3gBkiDB2zg873pFTLOdhWbFZcWXh5GvTXyfNoARMlR9T%2F2DFTZFhcxjHhClHk1klpnB2pHPCHGUICQQUPFcmIBesRlpxFkpgY%2BVE4jmHvilVV%2B7VV2wEggHLPkl3N%2BbpWSWoMR8K3IpX%2Bwfvv%2Bw%2FMC1Gh3w30UI%3D%7Ctkp%3ABk9SR7rwltWMYQ,5XXGM4A7XFG465737
2019 Kia Sportage SX Turbo,"ILS 99,503.55",Nov-9 01:41,2019,https://www.ebay.com/itm/304695193631?hash=item46f13fb01f:g:H3gAAOSwqnxjSoUl&amdata=enc%3AAQAHAAAAoEOsKdIPL4BG9s5H3vbMySotSEAWPF%2B5yi%2BnZjvxZWKuXPxnGvTXVH0Aa33ys19ROrcgkkc7JXS8xOQQZUQ6jZn715Lo%2FbSyflg2UHB001HCvAjPYYCqe9Jb8x4Lo8KzKG5N6%2B3JwhLElPqftQ8HRxNyzzc%2FCivnFt1dpoUfMz2PsSCPCqbv03dXCBPrcCh5Uc%2FT9TJx%2BmPppAkVxD4wDIU%3D%7Ctkp%3ABk9SR7rwltWMYQ,KNDPRCA6XK7597015
